measure	row	version	bold_header	indent_header	redcap	worksheet	column
Antisocial Personality Problems	578	3.0ulatest	ASEBA - Adult Self Report	Total Clinical Index (CAT-A CI)	NA	NA	NA
ASEBA: YSR	579	3.0ulatest	ASEBA: YSR	ASEBA - Adult Self Report	NA	NA	NA
Anxious / Depressed	580	3.0ulatest	ASEBA: YSR	ASEBA: YSR	NA	NA	NA
Withdrawn	581	3.0ulatest	ASEBA: YSR	ASEBA: YSR	NA	NA	NA
Somatic Complaints	582	3.0ulatest	ASEBA: YSR	ASEBA: YSR	NA	NA	NA
Social Problems	583	3.0ulatest	ASEBA: YSR	ASEBA: YSR	NA	NA	NA
Thought Problems	584	3.0ulatest	ASEBA: YSR	ASEBA: YSR	NA	NA	NA
Attention Problems	585	3.0ulatest	ASEBA: YSR	ASEBA: YSR	NA	NA	NA
Rule-Breaking Behavior	586	3.0ulatest	ASEBA: YSR	ASEBA: YSR	NA	NA	NA
Aggressive Behavior	587	3.0ulatest	ASEBA: YSR	ASEBA: YSR	NA	NA	NA
Affective Problems	588	3.0ulatest	ASEBA: YSR	ASEBA: YSR	NA	NA	NA
Anxiety Problems	589	3.0ulatest	ASEBA: YSR	ASEBA: YSR	NA	NA	NA
Somatic Problems	590	3.0ulatest	ASEBA: YSR	ASEBA: YSR	NA	NA	NA
AD/H Problems	591	3.0ulatest	ASEBA: YSR	ASEBA: YSR	NA	NA	NA
Oppositional Defiant Problems	592	3.0ulatest	ASEBA: YSR	ASEBA: YSR	NA	NA	NA
Conduct Problems	593	3.0ulatest	ASEBA: YSR	ASEBA: YSR	NA	NA	NA
ASEBA - Adult Behavior Checklist	594	3.0ulatest	ASEBA - Adult Behavior Checklist	ASEBA - Adult Behavior Checklist	NA	NA	NA
Anxious / Depressed	595	3.0ulatest	ASEBA - Adult Behavior Checklist	ASEBA: YSR	NA	NA	NA
Withdrawn	596	3.0ulatest	ASEBA - Adult Behavior Checklist	ASEBA: YSR	NA	NA	NA
Somatic Complaints	597	3.0ulatest	ASEBA - Adult Behavior Checklist	ASEBA: YSR	NA	NA	NA
Thought Problems	598	3.0ulatest	ASEBA - Adult Behavior Checklist	ASEBA: YSR	NA	NA	NA
Attention Problems	599	3.0ulatest	ASEBA - Adult Behavior Checklist	ASEBA: YSR	NA	NA	NA
Aggressive Behavior	600	3.0ulatest	ASEBA - Adult Behavior Checklist	ASEBA: YSR	NA	NA	NA
Rule-Breaking Behavior	601	3.0ulatest	ASEBA - Adult Behavior Checklist	ASEBA: YSR	NA	NA	NA
Intrusive	602	3.0ulatest	ASEBA - Adult Behavior Checklist	ASEBA: YSR	NA	NA	NA
Depressive Problems	603	3.0ulatest	ASEBA - Adult Behavior Checklist	ASEBA: YSR	NA	NA	NA
Anxiety Problems	604	3.0ulatest	ASEBA - Adult Behavior Checklist	ASEBA: YSR	NA	NA	NA
Somatic Problems	605	3.0ulatest	ASEBA - Adult Behavior Checklist	ASEBA: YSR	NA	NA	NA
Avoidant Personality Problems	606	3.0ulatest	ASEBA - Adult Behavior Checklist	ASEBA: YSR	NA	NA	NA
AD/H Problems	607	3.0ulatest	ASEBA - Adult Behavior Checklist	ASEBA: YSR	NA	NA	NA
Inattention	608	3.0ulatest	ASEBA - Adult Behavior Checklist	AD/H Problems	NA	NA	NA
Hyper-Impulsivity	609	3.0ulatest	ASEBA - Adult Behavior Checklist	AD/H Problems	NA	NA	NA
Antisocial Personality Problems	610	3.0ulatest	ASEBA - Adult Behavior Checklist	ASEBA: YSR	NA	NA	NA
ASEBA: CBCL	611	3.0ulatest	ASEBA: CBCL	ASEBA - Adult Behavior Checklist	NA	NA	NA
Anxious / Depressed	612	3.0ulatest	ASEBA: CBCL	ASEBA: CBCL	NA	NA	NA
Withdrawn	613	3.0ulatest	ASEBA: CBCL	ASEBA: CBCL	NA	NA	NA
Somatic Complaints	614	3.0ulatest	ASEBA: CBCL	ASEBA: CBCL	NA	NA	NA
Social Problems	615	3.0ulatest	ASEBA: CBCL	ASEBA: CBCL	NA	NA	NA
Thought Problems	616	3.0ulatest	ASEBA: CBCL	ASEBA: CBCL	NA	NA	NA
Attention Problems	617	3.0ulatest	ASEBA: CBCL	ASEBA: CBCL	NA	NA	NA
Rule-Breaking Behavior	618	3.0ulatest	ASEBA: CBCL	ASEBA: CBCL	NA	NA	NA
Aggressive Behavior	619	3.0ulatest	ASEBA: CBCL	ASEBA: CBCL	NA	NA	NA
Affective Problems	620	3.0ulatest	ASEBA: CBCL	ASEBA: CBCL	NA	NA	NA
Anxiety Problems	621	3.0ulatest	ASEBA: CBCL	ASEBA: CBCL	NA	NA	NA
Somatic Problems	622	3.0ulatest	ASEBA: CBCL	ASEBA: CBCL	NA	NA	NA
AD/H Problems	623	3.0ulatest	ASEBA: CBCL	ASEBA: CBCL	NA	NA	NA
Oppositional Defiant Problems	624	3.0ulatest	ASEBA: CBCL	ASEBA: CBCL	NA	NA	NA
Conduct Problems	625	3.0ulatest	ASEBA: CBCL	ASEBA: CBCL	NA	NA	NA
QoLiE-31	626	3.0ulatest	QoLiE-31	QoLiE-31	NA	NA	NA
Seizure Worry	627	3.0ulatest	QoLiE-31	QoLiE-31	NA	NA	NA
Overall Quality of Life	628	3.0ulatest	QoLiE-31	QoLiE-31	NA	NA	NA
Emotional Well-being	629	3.0ulatest	QoLiE-31	QoLiE-31	NA	NA	NA
Energy / Fatigue	630	3.0ulatest	QoLiE-31	QoLiE-31	NA	NA	NA
Cognitive Functioning	631	3.0ulatest	QoLiE-31	QoLiE-31	NA	NA	NA
Medication Effects	632	3.0ulatest	QoLiE-31	QoLiE-31	NA	NA	NA
Social Functioning	633	3.0ulatest	QoLiE-31	QoLiE-31	NA	NA	NA
Overall Score	634	3.0ulatest	QoLiE-31	QoLiE-31	NA	NA	NA
ABAS-II	635	3.0ulatest	ABAS-II	ABAS-II	NA	NA	NA
General Adaptive Composite	636	3.0ulatest	ABAS-II	ABAS-II	NA	NA	NA
Conceptual Composite	637	3.0ulatest	ABAS-II	ABAS-II	NA	NA	NA
Communication	638	3.0ulatest	ABAS-II	Conceptual Composite	NA	NA	NA
Functional Academics	639	3.0ulatest	ABAS-II	Conceptual Composite	NA	NA	NA
Self-Direction	640	3.0ulatest	ABAS-II	Conceptual Composite	NA	NA	NA
Social Composite	641	3.0ulatest	ABAS-II	ABAS-II	NA	NA	NA
Leisure	642	3.0ulatest	ABAS-II	Social Composite	NA	NA	NA
Social	643	3.0ulatest	ABAS-II	Social Composite	NA	NA	NA
Practical Composite	644	3.0ulatest	ABAS-II	ABAS-II	NA	NA	NA
Community Use	645	3.0ulatest	ABAS-II	Practical Composite	NA	NA	NA
Home Living	646	3.0ulatest	ABAS-II	Practical Composite	NA	NA	NA
Health & Safety	647	3.0ulatest	ABAS-II	Practical Composite	NA	NA	NA
Self-Care	648	3.0ulatest	ABAS-II	Practical Composite	NA	NA	NA
ABAS-3	649	3.0ulatest	ABAS-3	ABAS-3	NA	NA	NA
General Adaptive Composite	650	3.0ulatest	ABAS-3	ABAS-3	NA	NA	NA
Conceptual Composite	651	3.0ulatest	ABAS-3	ABAS-3	NA	NA	NA
Communication	652	3.0ulatest	ABAS-3	Conceptual Composite	NA	NA	NA
Functional Academics	653	3.0ulatest	ABAS-3	Conceptual Composite	NA	NA	NA
Self-Direction	654	3.0ulatest	ABAS-3	Conceptual Composite	NA	NA	NA
Social Composite	655	3.0ulatest	ABAS-3	ABAS-3	NA	NA	NA
Leisure	656	3.0ulatest	ABAS-3	Social Composite	NA	NA	NA
Social	657	3.0ulatest	ABAS-3	Social Composite	NA	NA	NA
Practical Composite	658	3.0ulatest	ABAS-3	ABAS-3	NA	NA	NA
Community Use	659	3.0ulatest	ABAS-3	Practical Composite	NA	NA	NA
Home Living	660	3.0ulatest	ABAS-3	Practical Composite	NA	NA	NA
Health & Safety	661	3.0ulatest	ABAS-3	Practical Composite	NA	NA	NA
Self-Care	662	3.0ulatest	ABAS-3	Practical Composite	NA	NA	NA
Practical	663	3.0ulatest	ABAS-3	Practical Composite	NA	NA	NA
Work	664	3.0ulatest	ABAS-3	Practical Composite	NA	NA	NA
FACT-Br	665	3.0ulatest	FACT-Br	FACT-Br	NA	NA	NA
Physical Well-being	666	3.0ulatest	FACT-Br	FACT-Br	NA	NA	NA
Social/Family Well-being	667	3.0ulatest	FACT-Br	FACT-Br	NA	NA	NA
Relationship with MD	668	3.0ulatest	FACT-Br	FACT-Br	NA	NA	NA
Emotional Well-being	669	3.0ulatest	FACT-Br	FACT-Br	NA	NA	NA
Functional Well-being	670	3.0ulatest	FACT-Br	FACT-Br	NA	NA	NA
Brain Specific Concerns	671	3.0ulatest	FACT-Br	FACT-Br	NA	NA	NA
Total Fact-G	672	3.0ulatest	FACT-Br	FACT-Br	NA	NA	NA
Fatigue (raw/ 52)	673	3.0ulatest	FACT-Br	FACT-Br	NA	NA	NA
MAQ	674	3.0ulatest	MAQ	MAQ	NA	NA	NA
Physiological Panic	675	3.0ulatest	MAQ	MAQ	maq_physio_panic	Template	4
Social Phobia	676	3.0ulatest	MAQ	MAQ	maq_soc_pho	Template	4
Worry / Fears	677	3.0ulatest	MAQ	MAQ	maq_worry_fear	Template	4
Negative Affectivity	678	3.0ulatest	MAQ	MAQ	maq_neg_aff	Template	4
Total MAQ	679	3.0ulatest	MAQ	MAQ	maq_tot	Template	4
PDQ-39	680	3.0ulatest	PDQ-39	PDQ-39	NA	NA	NA
Mobility	681	3.0ulatest	PDQ-39	PDQ-39	NA	NA	NA
ADL	682	3.0ulatest	PDQ-39	PDQ-39	NA	NA	NA
Emotional	683	3.0ulatest	PDQ-39	PDQ-39	NA	NA	NA
Stigma	684	3.0ulatest	PDQ-39	PDQ-39	NA	NA	NA
Social	685	3.0ulatest	PDQ-39	PDQ-39	NA	NA	NA
Cognition	686	3.0ulatest	PDQ-39	PDQ-39	NA	NA	NA
Communication	687	3.0ulatest	PDQ-39	PDQ-39	NA	NA	NA
Body Discomfort	688	3.0ulatest	PDQ-39	PDQ-39	NA	NA	NA
Personality Assessment Inventory	689	3.0ulatest	Personality Assessment Inventory	Personality Assessment Inventory	NA	NA	NA
Inconsistency (ICN)	690	3.0ulatest	Personality Assessment Inventory	Personality Assessment Inventory	NA	NA	NA
Infrequency (INF)	691	3.0ulatest	Personality Assessment Inventory	Personality Assessment Inventory	NA	NA	NA
Negative Impression (NIM)	692	3.0ulatest	Personality Assessment Inventory	Personality Assessment Inventory	NA	NA	NA
Positive Impression (PIM)	693	3.0ulatest	Personality Assessment Inventory	Personality Assessment Inventory	NA	NA	NA
Somatic Complaints (SOM)	694	3.0ulatest	Personality Assessment Inventory	Personality Assessment Inventory	NA	NA	NA
Anxiety (ANX)	695	3.0ulatest	Personality Assessment Inventory	Personality Assessment Inventory	NA	NA	NA
Anxiety-Related Disorders (ARD)	696	3.0ulatest	Personality Assessment Inventory	Personality Assessment Inventory	NA	NA	NA
Depression (DEP)	697	3.0ulatest	Personality Assessment Inventory	Personality Assessment Inventory	NA	NA	NA
Mania (MAN)	698	3.0ulatest	Personality Assessment Inventory	Personality Assessment Inventory	NA	NA	NA
Paranoia (PAR)	699	3.0ulatest	Personality Assessment Inventory	Personality Assessment Inventory	NA	NA	NA
Schizophrenia (SCZ)	700	3.0ulatest	Personality Assessment Inventory	Personality Assessment Inventory	NA	NA	NA
Borderline Features (BOR)	701	3.0ulatest	Personality Assessment Inventory	Personality Assessment Inventory	NA	NA	NA
Antisocial Features (ANT)	702	3.0ulatest	Personality Assessment Inventory	Personality Assessment Inventory	NA	NA	NA
Alcohol Problems (ALC)	703	3.0ulatest	Personality Assessment Inventory	Personality Assessment Inventory	NA	NA	NA
Drug Problems (DRG)	704	3.0ulatest	Personality Assessment Inventory	Personality Assessment Inventory	NA	NA	NA
Aggression (AGG)	705	3.0ulatest	Personality Assessment Inventory	Personality Assessment Inventory	NA	NA	NA
Suicidal Ideation (SUI)	706	3.0ulatest	Personality Assessment Inventory	Personality Assessment Inventory	NA	NA	NA
Stress (STR)	707	3.0ulatest	Personality Assessment Inventory	Personality Assessment Inventory	NA	NA	NA
Nonsupport (NON)	708	3.0ulatest	Personality Assessment Inventory	Personality Assessment Inventory	NA	NA	NA
Treatment Rejection (RXR)	709	3.0ulatest	Personality Assessment Inventory	Personality Assessment Inventory	NA	NA	NA
Dominance (DOM)	710	3.0ulatest	Personality Assessment Inventory	Personality Assessment Inventory	NA	NA	NA
Warmth (WRM)	711	3.0ulatest	Personality Assessment Inventory	Personality Assessment Inventory	NA	NA	NA
Traumatic Symptom Inventory	712	3.0ulatest	Traumatic Symptom Inventory	Traumatic Symptom Inventory	NA	NA	NA
Atypical Response (ATR)	713	3.0ulatest	Traumatic Symptom Inventory	Traumatic Symptom Inventory	NA	NA	NA
Response Level (RL)	714	3.0ulatest	Traumatic Symptom Inventory	Traumatic Symptom Inventory	NA	NA	NA
Inconsistent Response (INC)	715	3.0ulatest	Traumatic Symptom Inventory	Traumatic Symptom Inventory	NA	NA	NA
Anxious Arousal (AA)	716	3.0ulatest	Traumatic Symptom Inventory	Traumatic Symptom Inventory	NA	NA	NA
Depression (DEP)	717	3.0ulatest	Traumatic Symptom Inventory	Traumatic Symptom Inventory	NA	NA	NA
Anger-Irritability (AI)	718	3.0ulatest	Traumatic Symptom Inventory	Traumatic Symptom Inventory	NA	NA	NA
Intrusive Experiences (IE)	719	3.0ulatest	Traumatic Symptom Inventory	Traumatic Symptom Inventory	NA	NA	NA
Defensive Avoidance (DA)	720	3.0ulatest	Traumatic Symptom Inventory	Traumatic Symptom Inventory	NA	NA	NA
Dissociation (DIS)	721	3.0ulatest	Traumatic Symptom Inventory	Traumatic Symptom Inventory	NA	NA	NA
Sexual Concerns (SC)	722	3.0ulatest	Traumatic Symptom Inventory	Traumatic Symptom Inventory	NA	NA	NA
Dysfxn Sexual Behavior (DSB)	723	3.0ulatest	Traumatic Symptom Inventory	Traumatic Symptom Inventory	NA	NA	NA
Impaired Self-reference (ISR)	724	3.0ulatest	Traumatic Symptom Inventory	Traumatic Symptom Inventory	NA	NA	NA
Tension Reduction Behavior (TRB)	725	3.0ulatest	Traumatic Symptom Inventory	Traumatic Symptom Inventory	NA	NA	NA
MMPI-Rf	726	3.0ulatest	MMPI-Rf	MMPI-Rf	NA	NA	NA
VRIN-r: Variable Inconsistency	727	3.0ulatest	MMPI-Rf	MMPI-Rf	NA	NA	NA
TRIN-r: True Inconsistency	728	3.0ulatest	MMPI-Rf	MMPI-Rf	NA	NA	NA
F-r: Infrequent Responses	729	3.0ulatest	MMPI-Rf	MMPI-Rf	NA	NA	NA
Fp-r: Infrequent (Path.)	730	3.0ulatest	MMPI-Rf	MMPI-Rf	NA	NA	NA
Fs: Infrequent Somatic	731	3.0ulatest	MMPI-Rf	MMPI-Rf	NA	NA	NA
FBS-r: Symptom Validity	732	3.0ulatest	MMPI-Rf	MMPI-Rf	NA	NA	NA
RBS: Response Bias	733	3.0ulatest	MMPI-Rf	MMPI-Rf	NA	NA	NA
L-r: Uncommon Virtues	734	3.0ulatest	MMPI-Rf	MMPI-Rf	NA	NA	NA
K-r: Adjustment Validity	735	3.0ulatest	MMPI-Rf	MMPI-Rf	NA	NA	NA
EID: Emotional/Internalizing Dysfxn	736	3.0ulatest	MMPI-Rf	MMPI-Rf	NA	NA	NA
THD: Thought Dysfunction	737	3.0ulatest	MMPI-Rf	MMPI-Rf	NA	NA	NA
BDX: Behavioral/Externalizing Dysfxn	738	3.0ulatest	MMPI-Rf	MMPI-Rf	NA	NA	NA
RCd: Demoralization	739	3.0ulatest	MMPI-Rf	MMPI-Rf	NA	NA	NA
RC1: Somatic Complaints	740	3.0ulatest	MMPI-Rf	MMPI-Rf	NA	NA	NA
RC2: Low Positive Emotions	741	3.0ulatest	MMPI-Rf	MMPI-Rf	NA	NA	NA
RC3: Cynicism	742	3.0ulatest	MMPI-Rf	MMPI-Rf	NA	NA	NA
RC4: Antisocial Behavior	743	3.0ulatest	MMPI-Rf	MMPI-Rf	NA	NA	NA
RC6: Ideas of Persecution	744	3.0ulatest	MMPI-Rf	MMPI-Rf	NA	NA	NA
RC7: Dysfxn Negative Emotions	745	3.0ulatest	MMPI-Rf	MMPI-Rf	NA	NA	NA
RC8: Aberrant Experiences	746	3.0ulatest	MMPI-Rf	MMPI-Rf	NA	NA	NA
RC9: Hypomanic Activation	747	3.0ulatest	MMPI-Rf	MMPI-Rf	NA	NA	NA
MMPI-2 (K-Corrected)	748	3.0ulatest	MMPI-2 (K-Corrected)	MMPI-2 (K-Corrected)	NA	NA	NA
VRIN	749	3.0ulatest	MMPI-2 (K-Corrected)	MMPI-2 (K-Corrected)	NA	NA	NA
TRIN	750	3.0ulatest	MMPI-2 (K-Corrected)	MMPI-2 (K-Corrected)	NA	NA	NA
F	751	3.0ulatest	MMPI-2 (K-Corrected)	MMPI-2 (K-Corrected)	NA	NA	NA
Fb	752	3.0ulatest	MMPI-2 (K-Corrected)	MMPI-2 (K-Corrected)	NA	NA	NA
Fp	753	3.0ulatest	MMPI-2 (K-Corrected)	MMPI-2 (K-Corrected)	NA	NA	NA
L	754	3.0ulatest	MMPI-2 (K-Corrected)	MMPI-2 (K-Corrected)	NA	NA	NA
K	755	3.0ulatest	MMPI-2 (K-Corrected)	MMPI-2 (K-Corrected)	NA	NA	NA
S	756	3.0ulatest	MMPI-2 (K-Corrected)	MMPI-2 (K-Corrected)	NA	NA	NA
1 - Hs	757	3.0ulatest	MMPI-2 (K-Corrected)	MMPI-2 (K-Corrected)	NA	NA	NA
2 - D	758	3.0ulatest	MMPI-2 (K-Corrected)	MMPI-2 (K-Corrected)	NA	NA	NA
3 - Hy	759	3.0ulatest	MMPI-2 (K-Corrected)	MMPI-2 (K-Corrected)	NA	NA	NA
4 - Pd	760	3.0ulatest	MMPI-2 (K-Corrected)	MMPI-2 (K-Corrected)	NA	NA	NA
5 - Mf	761	3.0ulatest	MMPI-2 (K-Corrected)	MMPI-2 (K-Corrected)	NA	NA	NA
6 - Pa	762	3.0ulatest	MMPI-2 (K-Corrected)	MMPI-2 (K-Corrected)	NA	NA	NA
7 - Pt	763	3.0ulatest	MMPI-2 (K-Corrected)	MMPI-2 (K-Corrected)	NA	NA	NA
8 - Sc	764	3.0ulatest	MMPI-2 (K-Corrected)	MMPI-2 (K-Corrected)	NA	NA	NA
9 - Ma	765	3.0ulatest	MMPI-2 (K-Corrected)	MMPI-2 (K-Corrected)	NA	NA	NA
0 - Si	766	3.0ulatest	MMPI-2 (K-Corrected)	MMPI-2 (K-Corrected)	NA	NA	NA
QUEST	767	3.0ulatest	QUEST	QUEST	NA	NA	NA
Total Score	768	3.0ulatest	QUEST	QUEST	NA	NA	NA
Communication	769	3.0ulatest	QUEST	QUEST	NA	NA	NA
Work & Finances	770	3.0ulatest	QUEST	QUEST	NA	NA	NA
Hobbies	771	3.0ulatest	QUEST	QUEST	NA	NA	NA
Physical	772	3.0ulatest	QUEST	QUEST	NA	NA	NA
Psychosocial	773	3.0ulatest	QUEST	QUEST	NA	NA	NA
SIMS	774	3.0ulatest	SIMS	SIMS	NA	NA	NA
Psychosis	775	3.0ulatest	SIMS	SIMS	NA	NA	NA
Neurologic Impairment	776	3.0ulatest	SIMS	SIMS	NA	NA	NA
Amnestic Disorders	777	3.0ulatest	SIMS	SIMS	NA	NA	NA
Low Intelligence	778	3.0ulatest	SIMS	SIMS	NA	NA	NA
Affective Disorders	779	3.0ulatest	SIMS	SIMS	NA	NA	NA
Total Score	780	3.0ulatest	SIMS	SIMS	NA	NA	NA
PTSD Checklist	781	3.0ulatest	PTSD Checklist	PTSD Checklist	NA	NA	NA
Brief Symptom Inventory 18	782	3.0ulatest	Brief Symptom Inventory 18	Brief Symptom Inventory 18	NA	NA	NA
Somatization	783	3.0ulatest	Brief Symptom Inventory 18	Brief Symptom Inventory 18	NA	NA	NA
Depression	784	3.0ulatest	Brief Symptom Inventory 18	Brief Symptom Inventory 18	NA	NA	NA
Anxiety	785	3.0ulatest	Brief Symptom Inventory 18	Brief Symptom Inventory 18	NA	NA	NA
GSI	786	3.0ulatest	Brief Symptom Inventory 18	Brief Symptom Inventory 18	NA	NA	NA
SRS-2 (Self)	787	3.0ulatest	SRS-2 (Self)	SRS-2 (Self)	NA	NA	NA
Awr	788	3.0ulatest	SRS-2 (Self)	SRS-2 (Self)	NA	NA	NA
Cog	789	3.0ulatest	SRS-2 (Self)	SRS-2 (Self)	NA	NA	NA
Com	790	3.0ulatest	SRS-2 (Self)	SRS-2 (Self)	NA	NA	NA
Mot	791	3.0ulatest	SRS-2 (Self)	SRS-2 (Self)	NA	NA	NA
RRB (DSM-5)	792	3.0ulatest	SRS-2 (Self)	RRB (DSM-5)	NA	NA	NA
SCI (DSM-5)	793	3.0ulatest	SRS-2 (Self)	SCI (DSM-5)	NA	NA	NA
SRS Total	794	3.0ulatest	SRS-2 (Self)	SCI (DSM-5)	NA	NA	NA
SRS-2 (Other)	795	3.0ulatest	SRS-2 (Other)	SRS-2 (Other)	NA	NA	NA
Awr	796	3.0ulatest	SRS-2 (Other)	SRS-2 (Other)	NA	NA	NA
Cog	797	3.0ulatest	SRS-2 (Other)	SRS-2 (Other)	NA	NA	NA
Com	798	3.0ulatest	SRS-2 (Other)	SRS-2 (Other)	NA	NA	NA
Mot	799	3.0ulatest	SRS-2 (Other)	SRS-2 (Other)	NA	NA	NA
RRB (DSM-5)	800	3.0ulatest	SRS-2 (Other)	RRB (DSM-5)	NA	NA	NA
SCI (DSM-5)	801	3.0ulatest	SRS-2 (Other)	SCI (DSM-5)	NA	NA	NA
SRS Total	802	3.0ulatest	SRS Total	SCI (DSM-5)	NA	NA	NA
RAND-36 Health Inventory	803	3.0ulatest	RAND-36 Health Inventory	RAND-36 Health Inventory	NA	NA	NA
Physical Functioning	804	3.0ulatest	RAND-36 Health Inventory	RAND-36 Health Inventory	NA	NA	NA
Role Limitations (physical)	805	3.0ulatest	RAND-36 Health Inventory	RAND-36 Health Inventory	NA	NA	NA
Role Limitations (emotional)	806	3.0ulatest	RAND-36 Health Inventory	RAND-36 Health Inventory	NA	NA	NA
Energy/Fatigue	807	3.0ulatest	RAND-36 Health Inventory	RAND-36 Health Inventory	NA	NA	NA
Emotional Well-being	808	3.0ulatest	RAND-36 Health Inventory	RAND-36 Health Inventory	NA	NA	NA
Social Functioning	809	3.0ulatest	RAND-36 Health Inventory	RAND-36 Health Inventory	NA	NA	NA
Pain	810	3.0ulatest	RAND-36 Health Inventory	RAND-36 Health Inventory	NA	NA	NA
General Health	811	3.0ulatest	RAND-36 Health Inventory	RAND-36 Health Inventory	NA	NA	NA
COGNITIVE STATUS	12	Old	COGNITIVE STATUS	COGNITIVE STATUS	NA	NA	NA
Information & Orientation (WMS-III)	14	Old	Information & Orientation (WMS-III)	Information & Orientation (WMS-III)	wms_io_raw	Template	3
Information & Orientation (WMS-III)	14	Old	Information & Orientation (WMS-III)	Information & Orientation (WMS-III)	wms_io_per	Template	5
Temporal Orientation	15	Old	Temporal Orientation	Temporal Orientation	NA	NA	NA
Mini Mental State Examination	16	Old	Mini Mental State Examination	Mini Mental State Examination	NA	NA	NA
R-BANS	17	Old	R-BANS	R-BANS	NA	NA	NA
Total Scale	18	Old	R-BANS	R-BANS	NA	NA	NA
Immediate Memory	19	Old	R-BANS	R-BANS	NA	NA	NA
List Learning	20	Old	R-BANS	Immediate Memory	NA	NA	NA
Story Memory	21	Old	R-BANS	Immediate Memory	NA	NA	NA
Visuospatial/Constructional	22	Old	R-BANS	R-BANS	NA	NA	NA
Figure Copy	23	Old	R-BANS	Visuospatial/Constructional	NA	NA	NA
Line Orientation	24	Old	R-BANS	Visuospatial/Constructional	NA	NA	NA
Language	25	Old	R-BANS	R-BANS	NA	NA	NA
Picture Naming	26	Old	R-BANS	Language	NA	NA	NA
Semantic Fluency	27	Old	R-BANS	Language	NA	NA	NA
Attention	28	Old	R-BANS	R-BANS	NA	NA	NA
Digit Span	29	Old	R-BANS	Attention	NA	NA	NA
Coding	30	Old	R-BANS	Attention	NA	NA	NA
Delayed Memory	31	Old	R-BANS	R-BANS	NA	NA	NA
List Recall	32	Old	R-BANS	Delayed Memory	NA	NA	NA
List Recognition	33	Old	R-BANS	Delayed Memory	NA	NA	NA
Story Recall	34	Old	R-BANS	Delayed Memory	NA	NA	NA
Figure Recall	35	Old	R-BANS	Delayed Memory	NA	NA	NA
Mattis Dementia Rating Scale-2	36	Old	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	NA	NA	NA
Attention	37	Old	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	NA	NA	NA
Initiation / Perseveration	38	Old	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	NA	NA	NA
Constructional	39	Old	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	NA	NA	NA
Conceptualization	40	Old	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	NA	NA	NA
Memory	41	Old	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	NA	NA	NA
Total Score	42	Old	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	NA	NA	NA
INTELLECTUAL ABILITY	44	Old	INTELLECTUAL ABILITY	INTELLECTUAL ABILITY	NA	NA	NA
Wechsler Adult Intelligence Scale-IV	46	Old	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	NA	NA	NA
Full Scale IQ	47	Old	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	fsiq	Template	3
Verbal Comprehension Index	48	Old	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	vci	Template	4
Similarities	49	Old	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	sim_raw	Template	3
Similarities	49	Old	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	sim_ss	Template	4
Vocabulary	50	Old	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	voc_raw	Template	3
Vocabulary	50	Old	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	voc_ss	Template	4
Information	51	Old	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	in_raw	Template	3
Information	51	Old	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	in_ss	Template	4
Comprehension	52	Old	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	NA	NA	NA
Perceptual Reasoning Index	53	Old	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	pri	Template	4
Block Design	54	Old	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	bd_raw	Template	3
Block Design	54	Old	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	bd_ss	Template	4
Matrix Reasoning	55	Old	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	mr_raw	Template	3
Matrix Reasoning	55	Old	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	mr_ss	Template	4
Visual Puzzles	56	Old	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	vp_raw	Template	3
Visual Puzzles	56	Old	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	vp_ss	Template	4
Picture Completion	57	Old	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	dsp_raw	Template	3
Picture Completion	57	Old	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	dsp_ss	Template	4
Figure Weights	58	Old	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	NA	NA	NA
Working Memory Index	59	Old	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	wmi	Template	4
