measure	row	version	bold_header	indent_header	worksheet	redcap	column
Aggressive Behavior	545	Doe	ASEBA - Adult Behavior Checklist	Collateral Report	Template	NA	NA
Rule-Breaking Behavior	546	Doe	ASEBA - Adult Behavior Checklist	Collateral Report	Template	NA	NA
Intrusive	547	Doe	ASEBA - Adult Behavior Checklist	Collateral Report	Template	NA	NA
AD/H Problems	548	Doe	ASEBA - Adult Behavior Checklist	Collateral Report	Template	NA	NA
Inattention	549	Doe	ASEBA - Adult Behavior Checklist	Collateral Report	Template	NA	NA
Hyper-Impulsivity	550	Doe	ASEBA - Adult Behavior Checklist	Collateral Report	Template	NA	NA
QoLiE-31	551	Doe	QoLiE-31	QoLiE-31	Template	NA	NA
Seizure Worry	552	Doe	QoLiE-31	QoLiE-31	Template	NA	NA
Overall Quality of Life	553	Doe	QoLiE-31	QoLiE-31	Template	NA	NA
Emotional Well-being	554	Doe	QoLiE-31	QoLiE-31	Template	NA	NA
Energy / Fatigue	555	Doe	QoLiE-31	QoLiE-31	Template	NA	NA
Cognitive Functioning	556	Doe	QoLiE-31	QoLiE-31	Template	NA	NA
Medication Effects	557	Doe	QoLiE-31	QoLiE-31	Template	NA	NA
Social Functioning	558	Doe	QoLiE-31	QoLiE-31	Template	NA	NA
Overall Score	559	Doe	QoLiE-31	QoLiE-31	Template	NA	NA
ABAS-II	560	Doe	ABAS-II	ABAS-II	Template	NA	NA
General Adaptive Composite	561	Doe	ABAS-II	ABAS-II	Template	NA	NA
Conceptual Composite	562	Doe	ABAS-II	ABAS-II	Template	NA	NA
Communication	563	Doe	ABAS-II	Conceptual Composite	Template	NA	NA
Functional Academics	564	Doe	ABAS-II	Conceptual Composite	Template	NA	NA
Self-Direction	565	Doe	ABAS-II	Conceptual Composite	Template	NA	NA
Social Composite	566	Doe	ABAS-II	ABAS-II	Template	NA	NA
Leisure	567	Doe	ABAS-II	Social Composite	Template	NA	NA
Social	568	Doe	ABAS-II	Social Composite	Template	NA	NA
Practical Composite	569	Doe	ABAS-II	ABAS-II	Template	NA	NA
Community Use	570	Doe	ABAS-II	Practical Composite	Template	NA	NA
Home Living	571	Doe	ABAS-II	Practical Composite	Template	NA	NA
Health & Safety	572	Doe	ABAS-II	Practical Composite	Template	NA	NA
Self-Care	573	Doe	ABAS-II	Practical Composite	Template	NA	NA
ABAS-3	574	Doe	ABAS-3	ABAS-3	Template	NA	NA
General Adaptive Composite	575	Doe	ABAS-3	ABAS-3	Template	NA	NA
Conceptual Composite	576	Doe	ABAS-3	ABAS-3	Template	NA	NA
Communication	577	Doe	ABAS-3	Conceptual Composite	Template	NA	NA
Functional Academics	578	Doe	ABAS-3	Conceptual Composite	Template	NA	NA
Self-Direction	579	Doe	ABAS-3	Conceptual Composite	Template	NA	NA
Social Composite	580	Doe	ABAS-3	ABAS-3	Template	NA	NA
Leisure	581	Doe	ABAS-3	Social Composite	Template	NA	NA
Social	582	Doe	ABAS-3	Social Composite	Template	NA	NA
Practical Composite	583	Doe	ABAS-3	ABAS-3	Template	NA	NA
Community Use	584	Doe	ABAS-3	Practical Composite	Template	NA	NA
Home Living	585	Doe	ABAS-3	Practical Composite	Template	NA	NA
Health & Safety	586	Doe	ABAS-3	Practical Composite	Template	NA	NA
Self-Care	587	Doe	ABAS-3	Practical Composite	Template	NA	NA
Practical	588	Doe	ABAS-3	Practical Composite	Template	NA	NA
Work	589	Doe	ABAS-3	Practical Composite	Template	NA	NA
FACT-Br	590	Doe	FACT-Br	FACT-Br	Template	NA	NA
Physical Well-being	591	Doe	FACT-Br	FACT-Br	Template	NA	NA
Social/Family Well-being	592	Doe	FACT-Br	FACT-Br	Template	NA	NA
Relationship with MD	593	Doe	FACT-Br	FACT-Br	Template	NA	NA
Emotional Well-being	594	Doe	FACT-Br	FACT-Br	Template	NA	NA
Functional Well-being	595	Doe	FACT-Br	FACT-Br	Template	NA	NA
Brain Specific Concerns	596	Doe	FACT-Br	FACT-Br	Template	NA	NA
Total Fact-G	597	Doe	FACT-Br	FACT-Br	Template	NA	NA
Fatigue (raw/ 52)	598	Doe	FACT-Br	FACT-Br	Template	NA	NA
MAQ	599	Doe	MAQ	MAQ	Template	NA	NA
Physiological Panic	600	Doe	MAQ	MAQ	Template	maq_physio_panic	4
Social Phobia	601	Doe	MAQ	MAQ	Template	maq_soc_pho	4
Worry / Fears	602	Doe	MAQ	MAQ	Template	maq_worry_fear	4
Negative Affectivity	603	Doe	MAQ	MAQ	Template	maq_neg_aff	4
Total MAQ	604	Doe	MAQ	MAQ	Template	maq_tot	4
PDQ-39	605	Doe	PDQ-39	PDQ-39	Template	NA	NA
Mobility	606	Doe	PDQ-39	PDQ-39	Template	NA	NA
ADL	607	Doe	PDQ-39	PDQ-39	Template	NA	NA
Emotional	608	Doe	PDQ-39	PDQ-39	Template	NA	NA
Stigma	609	Doe	PDQ-39	PDQ-39	Template	NA	NA
Social	610	Doe	PDQ-39	PDQ-39	Template	NA	NA
Cognition	611	Doe	PDQ-39	PDQ-39	Template	NA	NA
Communication	612	Doe	PDQ-39	PDQ-39	Template	NA	NA
Body Discomfort	613	Doe	PDQ-39	PDQ-39	Template	NA	NA
Personality Assessment Inventory	614	Doe	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Inconsistency (ICN)	615	Doe	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Infrequency (INF)	616	Doe	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Negative Impression (NIM)	617	Doe	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Positive Impression (PIM)	618	Doe	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Somatic Complaints (SOM)	619	Doe	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Anxiety (ANX)	620	Doe	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Anxiety-Related Disorders (ARD)	621	Doe	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Depression (DEP)	622	Doe	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Mania (MAN)	623	Doe	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Paranoia (PAR)	624	Doe	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Schizophrenia (SCZ)	625	Doe	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Borderline Features (BOR)	626	Doe	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Antisocial Features (ANT)	627	Doe	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Alcohol Problems (ALC)	628	Doe	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Drug Problems (DRG)	629	Doe	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Aggression (AGG)	630	Doe	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Suicidal Ideation (SUI)	631	Doe	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Stress (STR)	632	Doe	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Nonsupport (NON)	633	Doe	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Treatment Rejection (RXR)	634	Doe	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Dominance (DOM)	635	Doe	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Warmth (WRM)	636	Doe	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Traumatic Symptom Inventory	637	Doe	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Atypical Response (ATR)	638	Doe	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Response Level (RL)	639	Doe	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Inconsistent Response (INC)	640	Doe	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Anxious Arousal (AA)	641	Doe	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Depression (DEP)	642	Doe	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Anger-Irritability (AI)	643	Doe	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Intrusive Experiences (IE)	644	Doe	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Defensive Avoidance (DA)	645	Doe	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Dissociation (DIS)	646	Doe	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Sexual Concerns (SC)	647	Doe	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Dysfxn Sexual Behavior (DSB)	648	Doe	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Impaired Self-reference (ISR)	649	Doe	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Tension Reduction Behavior (TRB)	650	Doe	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
MMPI-Rf	651	Doe	MMPI-Rf	MMPI-Rf	Template	NA	NA
VRIN-r: Variable Inconsistency	652	Doe	MMPI-Rf	MMPI-Rf	Template	NA	NA
TRIN-r: True Inconsistency	653	Doe	MMPI-Rf	MMPI-Rf	Template	NA	NA
F-r: Infrequent Responses	654	Doe	MMPI-Rf	MMPI-Rf	Template	NA	NA
Fp-r: Infrequent (Path.)	655	Doe	MMPI-Rf	MMPI-Rf	Template	NA	NA
Fs: Infrequent Somatic	656	Doe	MMPI-Rf	MMPI-Rf	Template	NA	NA
FBS-r: Symptom Validity	657	Doe	MMPI-Rf	MMPI-Rf	Template	NA	NA
RBS: Response Bias	658	Doe	MMPI-Rf	MMPI-Rf	Template	NA	NA
L-r: Uncommon Virtues	659	Doe	MMPI-Rf	MMPI-Rf	Template	NA	NA
K-r: Adjustment Validity	660	Doe	MMPI-Rf	MMPI-Rf	Template	NA	NA
EID: Emotional/Internalizing Dysfxn	661	Doe	MMPI-Rf	MMPI-Rf	Template	NA	NA
THD: Thought Dysfunction	662	Doe	MMPI-Rf	MMPI-Rf	Template	NA	NA
BDX: Behavioral/Externalizing Dysfxn	663	Doe	MMPI-Rf	MMPI-Rf	Template	NA	NA
RCd: Demoralization	664	Doe	MMPI-Rf	MMPI-Rf	Template	NA	NA
RC1: Somatic Complaints	665	Doe	MMPI-Rf	MMPI-Rf	Template	NA	NA
RC2: Low Positive Emotions	666	Doe	MMPI-Rf	MMPI-Rf	Template	NA	NA
RC3: Cynicism	667	Doe	MMPI-Rf	MMPI-Rf	Template	NA	NA
RC4: Antisocial Behavior	668	Doe	MMPI-Rf	MMPI-Rf	Template	NA	NA
RC6: Ideas of Persecution	669	Doe	MMPI-Rf	MMPI-Rf	Template	NA	NA
RC7: Dysfxn Negative Emotions	670	Doe	MMPI-Rf	MMPI-Rf	Template	NA	NA
RC8: Aberrant Experiences	671	Doe	MMPI-Rf	MMPI-Rf	Template	NA	NA
RC9: Hypomanic Activation	672	Doe	MMPI-Rf	MMPI-Rf	Template	NA	NA
MMPI-2	673	Doe	MMPI-2	MMPI-2	Template	NA	NA
VRIN	674	Doe	MMPI-2	MMPI-2	Template	NA	NA
TRIN	675	Doe	MMPI-2	MMPI-2	Template	NA	NA
F	676	Doe	MMPI-2	MMPI-2	Template	NA	NA
Fb	677	Doe	MMPI-2	MMPI-2	Template	NA	NA
Fp	678	Doe	MMPI-2	MMPI-2	Template	NA	NA
L	679	Doe	MMPI-2	MMPI-2	Template	NA	NA
F	680	Doe	MMPI-2	MMPI-2	Template	NA	NA
K	681	Doe	MMPI-2	MMPI-2	Template	NA	NA
1 - Hs	682	Doe	MMPI-2	MMPI-2	Template	NA	NA
2 - D	683	Doe	MMPI-2	MMPI-2	Template	NA	NA
3 - Hy	684	Doe	MMPI-2	MMPI-2	Template	NA	NA
4 - Pd	685	Doe	MMPI-2	MMPI-2	Template	NA	NA
5 - Mf	686	Doe	MMPI-2	MMPI-2	Template	NA	NA
6 - Pa	687	Doe	MMPI-2	MMPI-2	Template	NA	NA
7 - Pt	688	Doe	MMPI-2	MMPI-2	Template	NA	NA
8 - Sc	689	Doe	MMPI-2	MMPI-2	Template	NA	NA
9 - Ma	690	Doe	MMPI-2	MMPI-2	Template	NA	NA
0 - Si	691	Doe	MMPI-2	MMPI-2	Template	NA	NA
QUEST	692	Doe	QUEST	QUEST	Template	NA	NA
Total Score	693	Doe	QUEST	QUEST	Template	NA	NA
Communication	694	Doe	QUEST	QUEST	Template	NA	NA
Work & Finances	695	Doe	QUEST	QUEST	Template	NA	NA
Hobbies	696	Doe	QUEST	QUEST	Template	NA	NA
Physical	697	Doe	QUEST	QUEST	Template	NA	NA
Psychosocial	698	Doe	QUEST	QUEST	Template	NA	NA
SIMS	699	Doe	SIMS	SIMS	Template	NA	NA
Psychosis	700	Doe	SIMS	SIMS	Template	NA	NA
Neurologic Impairment	701	Doe	SIMS	SIMS	Template	NA	NA
Amnestic Disorders	702	Doe	SIMS	SIMS	Template	NA	NA
Low Intelligence	703	Doe	SIMS	SIMS	Template	NA	NA
Affective Disorders	704	Doe	SIMS	SIMS	Template	NA	NA
Total Score	705	Doe	SIMS	SIMS	Template	NA	NA
PTSD Checklist	706	Doe	PTSD Checklist	PTSD Checklist	Template	NA	NA
Brief Symptom Inventory 18	707	Doe	Brief Symptom Inventory 18	Brief Symptom Inventory 18	Template	NA	NA
Somatization	708	Doe	Brief Symptom Inventory 18	Brief Symptom Inventory 18	Template	NA	NA
Depression	709	Doe	Brief Symptom Inventory 18	Brief Symptom Inventory 18	Template	NA	NA
Anxiety	710	Doe	Brief Symptom Inventory 18	Brief Symptom Inventory 18	Template	NA	NA
GSI	711	Doe	Brief Symptom Inventory 18	Brief Symptom Inventory 18	Template	NA	NA
SRS-2 (Self)	712	Doe	SRS-2 (Self)	SRS-2 (Self)	Template	NA	NA
Awr	713	Doe	SRS-2 (Self)	SRS-2 (Self)	Template	NA	NA
Cog	714	Doe	SRS-2 (Self)	SRS-2 (Self)	Template	NA	NA
Com	715	Doe	SRS-2 (Self)	SRS-2 (Self)	Template	NA	NA
Mot	716	Doe	SRS-2 (Self)	SRS-2 (Self)	Template	NA	NA
RRB (DSM-5)	717	Doe	SRS-2 (Self)	RRB (DSM-5)	Template	NA	NA
SCI (DSM-5)	718	Doe	SRS-2 (Self)	SCI (DSM-5)	Template	NA	NA
SRS Total	719	Doe	SRS-2 (Self)	SCI (DSM-5)	Template	NA	NA
SRS-2 (Other)	720	Doe	SRS-2 (Other)	SRS-2 (Other)	Template	NA	NA
Awr	721	Doe	SRS-2 (Other)	SRS-2 (Other)	Template	NA	NA
Cog	722	Doe	SRS-2 (Other)	SRS-2 (Other)	Template	NA	NA
Com	723	Doe	SRS-2 (Other)	SRS-2 (Other)	Template	NA	NA
Mot	724	Doe	SRS-2 (Other)	SRS-2 (Other)	Template	NA	NA
RRB (DSM-5)	725	Doe	SRS-2 (Other)	RRB (DSM-5)	Template	NA	NA
SCI (DSM-5)	726	Doe	SRS-2 (Other)	SCI (DSM-5)	Template	NA	NA
SRS Total	727	Doe	SRS Total	SCI (DSM-5)	Template	NA	NA
RAND-36 Health Inventory	728	Doe	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
Physical Functioning	729	Doe	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
Role Limitations (physical)	730	Doe	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
Role Limitations (emotional)	731	Doe	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
Energy/Fatigue	732	Doe	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
Emotional Well-being	733	Doe	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
Social Functioning	734	Doe	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
Pain	735	Doe	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
General Health	736	Doe	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
COGNITIVE STATUS	12	Old	COGNITIVE STATUS	COGNITIVE STATUS	Template	NA	NA
Information & Orientation (WMS-III)	14	Old	Information & Orientation (WMS-III)	Information & Orientation (WMS-III)	Template	wms_io_per	5
Information & Orientation (WMS-III)	14	Old	Information & Orientation (WMS-III)	Information & Orientation (WMS-III)	Template	wms_io_raw	3
Temporal Orientation	15	Old	Temporal Orientation	Temporal Orientation	Template	NA	NA
Mini Mental State Examination	16	Old	Mini Mental State Examination	Mini Mental State Examination	Template	NA	NA
R-BANS	17	Old	R-BANS	R-BANS	Template	NA	NA
Total Scale	18	Old	R-BANS	R-BANS	Template	NA	NA
Immediate Memory	19	Old	R-BANS	R-BANS	Template	NA	NA
List Learning	20	Old	R-BANS	Immediate Memory	Template	NA	NA
Story Memory	21	Old	R-BANS	Immediate Memory	Template	NA	NA
Visuospatial/Constructional	22	Old	R-BANS	R-BANS	Template	NA	NA
Figure Copy	23	Old	R-BANS	Visuospatial/Constructional	Template	NA	NA
Line Orientation	24	Old	R-BANS	Visuospatial/Constructional	Template	NA	NA
Language	25	Old	R-BANS	R-BANS	Template	NA	NA
Picture Naming	26	Old	R-BANS	Language	Template	NA	NA
Semantic Fluency	27	Old	R-BANS	Language	Template	NA	NA
Attention	28	Old	R-BANS	R-BANS	Template	NA	NA
Digit Span	29	Old	R-BANS	Attention	Template	NA	NA
Coding	30	Old	R-BANS	Attention	Template	NA	NA
Delayed Memory	31	Old	R-BANS	R-BANS	Template	NA	NA
List Recall	32	Old	R-BANS	Delayed Memory	Template	NA	NA
List Recognition	33	Old	R-BANS	Delayed Memory	Template	NA	NA
Story Recall	34	Old	R-BANS	Delayed Memory	Template	NA	NA
Figure Recall	35	Old	R-BANS	Delayed Memory	Template	NA	NA
Mattis Dementia Rating Scale-2	36	Old	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	Template	NA	NA
Attention	37	Old	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	Template	NA	NA
Initiation / Perseveration	38	Old	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	Template	NA	NA
Constructional	39	Old	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	Template	NA	NA
Conceptualization	40	Old	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	Template	NA	NA
Memory	41	Old	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	Template	NA	NA
Total Score	42	Old	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	Template	NA	NA
INTELLECTUAL ABILITY	44	Old	INTELLECTUAL ABILITY	INTELLECTUAL ABILITY	Template	NA	NA
Wechsler Adult Intelligence Scale-IV	46	Old	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	Template	NA	NA
Full Scale IQ	47	Old	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	Template	fsiq	3
Verbal Comprehension Index	48	Old	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	Template	vci	4
Similarities	49	Old	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	Template	sim_raw	3
Similarities	49	Old	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	Template	sim_ss	4
Vocabulary	50	Old	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	Template	voc_raw	3
Vocabulary	50	Old	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	Template	voc_ss	4
Information	51	Old	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	Template	in_raw	3
Information	51	Old	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	Template	in_ss	4
Comprehension	52	Old	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	Template	NA	NA
Perceptual Reasoning Index	53	Old	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	Template	pri	4
Block Design	54	Old	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	bd_raw	3
Block Design	54	Old	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	bd_ss	4
Matrix Reasoning	55	Old	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	mr_raw	3
Matrix Reasoning	55	Old	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	mr_ss	4
Visual Puzzles	56	Old	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	vp_raw	3
Visual Puzzles	56	Old	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	vp_ss	4
Picture Completion	57	Old	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	dsp_raw	3
Picture Completion	57	Old	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	dsp_ss	4
Figure Weights	58	Old	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	NA	NA
Working Memory Index	59	Old	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	Template	wmi	4
Digit Span	60	Old	Wechsler Adult Intelligence Scale-IV	Working Memory Index	Template	NA	NA
Arithmetic	61	Old	Wechsler Adult Intelligence Scale-IV	Working Memory Index	Template	ar_raw	3
Arithmetic	61	Old	Wechsler Adult Intelligence Scale-IV	Working Memory Index	Template	ar_ss	4
L-N Sequencing	62	Old	Wechsler Adult Intelligence Scale-IV	Working Memory Index	Template	NA	NA
Processing Speed Index	63	Old	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	Template	psi	4
Symbol Search	64	Old	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	Template	ss_raw	3
Symbol Search	64	Old	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	Template	ss_ss	4
Coding	65	Old	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	Template	cd_raw	3
Coding	65	Old	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	Template	cd_ss	4
Cancellation	66	Old	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	Template	NA	NA
Wechsler Adult Intelligence Scale-III	67	Old	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	Template	NA	NA
Verbal IQ	68	Old	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	Template	NA	NA
Performance IQ	69	Old	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	Template	NA	NA
Full Scale IQ	70	Old	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	Template	NA	NA
Verbal Comprehension Index	71	Old	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	Template	NA	NA
Vocabulary	72	Old	Wechsler Adult Intelligence Scale-III	Verbal Comprehension Index	Template	NA	NA
Similarities	73	Old	Wechsler Adult Intelligence Scale-III	Verbal Comprehension Index	Template	NA	NA
Information	74	Old	Wechsler Adult Intelligence Scale-III	Verbal Comprehension Index	Template	NA	NA
Comprehension	75	Old	Wechsler Adult Intelligence Scale-III	Verbal Comprehension Index	Template	NA	NA
Perceptual Organization Index	76	Old	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	Template	NA	NA
Picture Completion	77	Old	Wechsler Adult Intelligence Scale-III	Perceptual Organization Index	Template	NA	NA
Block Design	78	Old	Wechsler Adult Intelligence Scale-III	Perceptual Organization Index	Template	NA	NA
Matrix Reasoning	79	Old	Wechsler Adult Intelligence Scale-III	Perceptual Organization Index	Template	NA	NA
Picture Arrangement	80	Old	Wechsler Adult Intelligence Scale-III	Perceptual Organization Index	Template	NA	NA
Working Memory Index	81	Old	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	Template	NA	NA
Arithmetic	82	Old	Wechsler Adult Intelligence Scale-III	Working Memory Index	Template	NA	NA
Digit Span	83	Old	Wechsler Adult Intelligence Scale-III	Working Memory Index	Template	NA	NA
L-N Sequencing	84	Old	Wechsler Adult Intelligence Scale-III	Working Memory Index	Template	NA	NA
Processing Speed Index	85	Old	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	Template	NA	NA
Digit Symbol-Coding	86	Old	Wechsler Adult Intelligence Scale-III	Processing Speed Index	Template	NA	NA
Symbol Search	87	Old	Wechsler Adult Intelligence Scale-III	Processing Speed Index	Template	NA	NA
MEMORY & LEARNING	89	Old	MEMORY & LEARNING	MEMORY & LEARNING	Template	NA	NA
Wechsler Memory Scale-IV	91	Old	Wechsler Memory Scale-IV	Wechsler Memory Scale-IV	Template	NA	NA
Auditory Memory Index	92	Old	Wechsler Memory Scale-IV	Wechsler Memory Scale-IV	Template	NA	NA
Logical Memory I	93	Old	Wechsler Memory Scale-IV	Auditory Memory Index	Template	lmi_raw	3
Logical Memory I	93	Old	Wechsler Memory Scale-IV	Auditory Memory Index	Template	lmi_ss	4
Logical Memory II	94	Old	Wechsler Memory Scale-IV	Auditory Memory Index	Template	lmii_raw	3
Logical Memory II	94	Old	Wechsler Memory Scale-IV	Auditory Memory Index	Template	lmii_ss	4
LM Recognition	95	Old	Wechsler Memory Scale-IV	Auditory Memory Index	Template	lmrec_per	4
LM Recognition	95	Old	Wechsler Memory Scale-IV	Auditory Memory Index	Template	lmrec_raw	3
Verbal Paired Associates I	96	Old	Wechsler Memory Scale-IV	Auditory Memory Index	Template	vpai_raw	3
Verbal Paired Associates I	96	Old	Wechsler Memory Scale-IV	Auditory Memory Index	Template	vpai_ss	4
Verbal Paired Associates II	97	Old	Wechsler Memory Scale-IV	Auditory Memory Index	Template	vpaii_raw	3
Verbal Paired Associates II	97	Old	Wechsler Memory Scale-IV	Auditory Memory Index	Template	vpaii_ss	4
VPA Recognition	98	Old	Wechsler Memory Scale-IV	Auditory Memory Index	Template	vparec_perc	4
VPA Recognition	98	Old	Wechsler Memory Scale-IV	Auditory Memory Index	Template	vparec_raw	3
Visual Memory Index	99	Old	Wechsler Memory Scale-IV	Wechsler Memory Scale-IV	Template	NA	NA
Visual Reproduction I	100	Old	Wechsler Memory Scale-IV	Visual Memory Index	Template	vri_raw	3
Visual Reproduction I	100	Old	Wechsler Memory Scale-IV	Visual Memory Index	Template	vri_ss	4
Visual Reproduction II	101	Old	Wechsler Memory Scale-IV	Visual Memory Index	Template	vrii_raw	3
Visual Reproduction II	101	Old	Wechsler Memory Scale-IV	Visual Memory Index	Template	vrii_ss	4
VR Recognition	102	Old	Wechsler Memory Scale-IV	Visual Memory Index	Template	vrrec_per	4
VR Recognition	102	Old	Wechsler Memory Scale-IV	Visual Memory Index	Template	vrrec_raw	3
Designs I	103	Old	Wechsler Memory Scale-IV	Visual Memory Index	Template	NA	NA
Designs II	104	Old	Wechsler Memory Scale-IV	Visual Memory Index	Template	NA	NA
Designs Recognition	105	Old	Wechsler Memory Scale-IV	Visual Memory Index	Template	NA	NA
Visual Working Memory Index	106	Old	Wechsler Memory Scale-IV	Wechsler Memory Scale-IV	Template	NA	NA
Symbol Span	107	Old	Wechsler Memory Scale-IV	Visual Working Memory Index	Template	NA	NA
Spatial Addition	108	Old	Wechsler Memory Scale-IV	Visual Working Memory Index	Template	NA	NA
Immediate Memory Index	109	Old	Wechsler Memory Scale-IV	Wechsler Memory Scale-IV	Template	NA	NA
Delayed Memory Index	110	Old	Wechsler Memory Scale-IV	Wechsler Memory Scale-IV	Template	NA	NA
Wechsler Memory Scale-III	111	Old	Wechsler Memory Scale-III	Wechsler Memory Scale-III	Template	NA	NA
Immediate Memory Index	112	Old	Wechsler Memory Scale-III	Wechsler Memory Scale-III	Template	NA	NA
